"","desired_habitat","polygon_id","transect","pin_number","data_type","species_code","scientific_name","native_non_native","functional_group","layer","new_column"
"650","Mulefat Scrub","OW-M3",1,NA,"A.Belt","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"651","Oak Riparian","OW-M4",1,1,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"652","Oak Riparian","OW-M4",1,2,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"653","Oak Riparian","OW-M4",1,3,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"654","Oak Riparian","OW-M4",1,4,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"655","Oak Riparian","OW-M4",1,5,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"656","Oak Riparian","OW-M4",1,6,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"657","Oak Riparian","OW-M4",1,7,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"658","Oak Riparian","OW-M4",1,8,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"659","Oak Riparian","OW-M4",1,9,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"660","Oak Riparian","OW-M4",1,10,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"661","Oak Riparian","OW-M4",1,11,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"662","Oak Riparian","OW-M4",1,12,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"663","Oak Riparian","OW-M4",1,13,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"664","Oak Riparian","OW-M4",1,14,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"665","Oak Riparian","OW-M4",1,15,"T.PI","ELYCON","Elymus condensatus","Native","Perennial Grass - Other","herb","herb"
"666","Oak Riparian","OW-M4",1,16,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"667","Oak Riparian","OW-M4",1,17,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"668","Oak Riparian","OW-M4",1,18,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"669","Oak Riparian","OW-M4",1,19,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"670","Oak Riparian","OW-M4",1,20,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"671","Oak Riparian","OW-M4",1,21,"T.PI","BRADIS","Brachypodium distachyon","Non-Native","Grass",".","."
"672","Oak Riparian","OW-M4",1,22,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"673","Oak Riparian","OW-M4",1,23,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"674","Oak Riparian","OW-M4",1,24,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"675","Oak Riparian","OW-M4",1,25,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"676","Oak Riparian","OW-M4",1,26,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"677","Oak Riparian","OW-M4",1,27,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"678","Oak Riparian","OW-M4",1,28,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"679","Oak Riparian","OW-M4",1,29,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"680","Oak Riparian","OW-M4",1,30,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"681","Oak Riparian","OW-M4",1,31,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"682","Oak Riparian","OW-M4",1,32,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"683","Oak Riparian","OW-M4",1,33,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"684","Oak Riparian","OW-M4",1,34,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"685","Oak Riparian","OW-M4",1,35,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"686","Oak Riparian","OW-M4",1,36,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"687","Oak Riparian","OW-M4",1,37,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"688","Oak Riparian","OW-M4",1,38,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"689","Oak Riparian","OW-M4",1,39,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"690","Oak Riparian","OW-M4",1,40,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"691","Oak Riparian","OW-M4",1,41,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"692","Oak Riparian","OW-M4",1,42,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"693","Oak Riparian","OW-M4",1,43,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"694","Oak Riparian","OW-M4",1,44,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"695","Oak Riparian","OW-M4",1,45,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"696","Oak Riparian","OW-M4",1,46,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"697","Oak Riparian","OW-M4",1,47,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"698","Oak Riparian","OW-M4",1,48,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"699","Oak Riparian","OW-M4",1,49,"T.PI","MALLAU","Malosma laurina","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"700","Oak Riparian","OW-M4",1,50,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"701","Oak Riparian","OW-M4",1,1,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"702","Oak Riparian","OW-M4",1,2,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"703","Oak Riparian","OW-M4",1,3,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"704","Oak Riparian","OW-M4",1,4,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"705","Oak Riparian","OW-M4",1,6,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"706","Oak Riparian","OW-M4",1,7,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"707","Oak Riparian","OW-M4",1,12,"T.PI","MALPAR","Malva parviflora","Non-Native","Forb",".","."
"708","Oak Riparian","OW-M4",1,15,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"709","Oak Riparian","OW-M4",1,21,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"710","Oak Riparian","OW-M4",1,21,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"711","Oak Riparian","OW-M4",1,22,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"712","Oak Riparian","OW-M4",1,23,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"713","Oak Riparian","OW-M4",1,24,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"714","Oak Riparian","OW-M4",1,25,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"715","Oak Riparian","OW-M4",1,30,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"716","Oak Riparian","OW-M4",1,32,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"717","Oak Riparian","OW-M4",1,32,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"718","Oak Riparian","OW-M4",1,33,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"719","Oak Riparian","OW-M4",1,35,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"720","Oak Riparian","OW-M4",1,35,"T.PI","LYSARV","Lysimachia arvensis","Non-Native","Forb",".","."
"721","Oak Riparian","OW-M4",1,36,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"722","Oak Riparian","OW-M4",1,36,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"723","Oak Riparian","OW-M4",1,45,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"724","Oak Riparian","OW-M4",1,47,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"725","Oak Riparian","OW-M4",1,47,"T.PI","BRADIS","Brachypodium distachyon","Non-Native","Grass",".","."
"726","Oak Riparian","OW-M4",1,48,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"727","Oak Riparian","OW-M4",1,49,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"728","Oak Riparian","OW-M4",1,49,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"729","Oak Riparian","OW-M4",1,49,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"730","Oak Riparian","OW-M4",1,49,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"731","Oak Riparian","OW-M4",1,50,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"732","Oak Riparian","OW-M4",1,50,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"733","Oak Riparian","OW-M4",1,NA,"A.Belt","SALCOL","Salvia columbariae","Native","Annual Forb - Other","herb","herb"
"734","Oak Riparian","OW-M4",1,NA,"A.Belt","MARMAC","Marah macrocarpa","Native","Perennial Forb - Other","herb","herb"
"735","Oak Riparian","OW-M4",1,NA,"A.Belt","ESCCAL","Eschscholzia californica","Native","Annual Forb - Other","herb","herb"
"736","Oak Riparian","OW-M4",1,NA,"A.Belt","GALAPA","Galium aparine","Native","Annual Forb - Other","herb","herb"
"737","Oak Riparian","OW-M4",1,NA,"A.Belt","ERICAN","Erigeron canadensis","Native","Annual Forb - Other","herb","herb"
"738","Oak Riparian","OW-M4",1,NA,"A.Belt","MALSAX","Malacothrix saxatilis","Native","Perennial Forb - Late Flowering","herb","herb"
"739","Oak Riparian","OW-M4",1,NA,"A.Belt","SOLDOU","Solanum douglasii","Native","Perennial Forb - Late Flowering","herb","herb"
"740","Oak Riparian","OW-M4",1,NA,"A.Belt","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"741","Oak Riparian","OW-M4",1,NA,"A.Belt","EROCIC","Erodium cicutarium","Non-Native","Forb",".","."
"742","Oak Riparian","OW-M4",1,NA,"A.Belt","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"743","Oak Riparian","OW-M4",1,NA,"A.Belt","EROCIC","Erodium cicutarium","Non-Native","Forb",".","."
"744","Oak Riparian","OW-M4",1,NA,"A.Belt","HORMUR","Hordeum murinum","Non-Native","Grass",".","."
"745","Weedy Control","Weedy Control",2,1,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"746","Weedy Control","Weedy Control",2,2,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"747","Weedy Control","Weedy Control",2,3,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"748","Weedy Control","Weedy Control",2,4,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"749","Weedy Control","Weedy Control",2,5,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"750","Weedy Control","Weedy Control",2,6,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"751","Weedy Control","Weedy Control",2,7,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"752","Weedy Control","Weedy Control",2,8,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"753","Weedy Control","Weedy Control",2,9,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"754","Weedy Control","Weedy Control",2,10,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"755","Weedy Control","Weedy Control",2,11,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"756","Weedy Control","Weedy Control",2,12,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"757","Weedy Control","Weedy Control",2,13,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"758","Weedy Control","Weedy Control",2,14,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"759","Weedy Control","Weedy Control",2,15,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"760","Weedy Control","Weedy Control",2,16,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"761","Weedy Control","Weedy Control",2,17,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"762","Weedy Control","Weedy Control",2,18,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"763","Weedy Control","Weedy Control",2,19,"T.PI","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"764","Weedy Control","Weedy Control",2,20,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"765","Weedy Control","Weedy Control",2,21,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"766","Weedy Control","Weedy Control",2,22,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"767","Weedy Control","Weedy Control",2,23,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"768","Weedy Control","Weedy Control",2,24,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"769","Weedy Control","Weedy Control",2,25,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"770","Weedy Control","Weedy Control",2,26,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"771","Weedy Control","Weedy Control",2,27,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"772","Weedy Control","Weedy Control",2,28,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"773","Weedy Control","Weedy Control",2,29,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"774","Weedy Control","Weedy Control",2,30,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"775","Weedy Control","Weedy Control",2,31,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"776","Weedy Control","Weedy Control",2,32,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"777","Weedy Control","Weedy Control",2,33,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"778","Weedy Control","Weedy Control",2,34,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"779","Weedy Control","Weedy Control",2,35,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"780","Weedy Control","Weedy Control",2,36,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"781","Weedy Control","Weedy Control",2,37,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"782","Weedy Control","Weedy Control",2,38,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"783","Weedy Control","Weedy Control",2,39,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"784","Weedy Control","Weedy Control",2,40,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"785","Weedy Control","Weedy Control",2,41,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"786","Weedy Control","Weedy Control",2,42,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"787","Weedy Control","Weedy Control",2,43,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"788","Weedy Control","Weedy Control",2,44,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"789","Weedy Control","Weedy Control",2,45,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"790","Weedy Control","Weedy Control",2,46,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"791","Weedy Control","Weedy Control",2,47,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"792","Weedy Control","Weedy Control",2,48,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"793","Weedy Control","Weedy Control",2,49,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"794","Weedy Control","Weedy Control",2,50,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"795","Weedy Control","Weedy Control",2,1,"T.PI","CUCFOE","Cucurbita foetidissima","Native","Perennial Forb - Late Flowering","herb","herb"
"796","Weedy Control","Weedy Control",2,1,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"797","Weedy Control","Weedy Control",2,1,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"798","Weedy Control","Weedy Control",2,3,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"799","Weedy Control","Weedy Control",2,5,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"800","Weedy Control","Weedy Control",2,6,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"801","Weedy Control","Weedy Control",2,7,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"802","Weedy Control","Weedy Control",2,7,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"803","Weedy Control","Weedy Control",2,8,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"804","Weedy Control","Weedy Control",2,8,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"805","Weedy Control","Weedy Control",2,11,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"806","Weedy Control","Weedy Control",2,11,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"807","Weedy Control","Weedy Control",2,12,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"808","Weedy Control","Weedy Control",2,13,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"809","Weedy Control","Weedy Control",2,13,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"810","Weedy Control","Weedy Control",2,15,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"811","Weedy Control","Weedy Control",2,17,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"812","Weedy Control","Weedy Control",2,18,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"813","Weedy Control","Weedy Control",2,18,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"814","Weedy Control","Weedy Control",2,19,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"815","Weedy Control","Weedy Control",2,19,"T.PI","ENCCAL","Encelia californica","Native","Shrub - Other","shrub","shrub"
"816","Weedy Control","Weedy Control",2,20,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"817","Weedy Control","Weedy Control",2,20,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"818","Weedy Control","Weedy Control",2,20,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"819","Weedy Control","Weedy Control",2,21,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"820","Weedy Control","Weedy Control",2,23,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"821","Weedy Control","Weedy Control",2,24,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"822","Weedy Control","Weedy Control",2,24,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
